CDK2	CCND1	0.999977000000
FGFR3	FGF8	0.999619000000
CDK6	CCND1	0.999304000000
CDK2	RB1	0.998586000000
EGFR	PTPN6	0.997750000000
JAK2	PTPN11	0.997379000000
MAPK14	MAP2K1	0.996948000000
EGFR	GRB2	0.996360000000
EGFR	SRC	0.996242000000
ATR	RPA1	0.996011000000
MAPK14	MAP2K4	0.995509000000
CDK2	CCNA2	0.993788000000
JAK2	LYN	0.993335000000
ERBB2	SHC1	0.992624000000
EGFR	SHC1	0.992248000000
MAPK1	MAP2K1	0.991294000000
MAPK1	MAPK14	0.990290000000
CDK2	CCNE1	0.988885000000
MAPK3	MAPK14	0.985607000000
MAPK10	MAPK8IP3	0.982804000000
CDK7	CCNH	0.981967000000
MAPK14	MAP2K2	0.981778000000
CDK7	POLR2A	0.981615000000
CDK2	PCNA	0.979798000000
MAPK8	JUN	0.975526000000
CHEK1	EXO1	0.972973000000
KIT	PLCG1	0.971912000000
MTOR	FKBP1A	0.971684000000
KIT	PDGFRA	0.970626000000
ATR	RPA2	0.968182000000
CDK7	ERCC2	0.963948000000
CSF1R	GRB2	0.962026000000
MAPK14	MEF2A	0.958909000000
ROCK1	RHOA	0.956654000000
CDK5	CCNC	0.956330000000
MAPK8	MAP2K7	0.955988000000
EGFR	PTPN11	0.955177000000
MET	PTPN11	0.954700000000
RPS6KA3	MAPK1	0.954531000000
KIT	PTPN11	0.953832000000
FGFR1	FGFR2	0.952917000000
MAPK3	DUSP4	0.952715000000
MAPK1	DUSP4	0.952715000000
BCL2	BAX	0.951930000000
CSF1R	SOCS1	0.951930000000
CDK4	TGFBR1	0.949495000000
CDK6	CDK4	0.947116000000
EGFR	ERBB2	0.944185000000
RPS6KA3	CREBBP	0.939365000000
CDK4	MYC	0.938699000000
FGFR1	GRB2	0.938543000000
CDK2	CDK6	0.937977000000
CDK2	SMAD3	0.937513000000
CDK6	TGFBR1	0.936505000000
CDK1	AURKA	0.936271000000
CHEK1	FANCD2	0.934324000000
ATR	CHEK2	0.933613000000
MAPK3	MAP2K2	0.932574000000
EGFR	ERBB3	0.932497000000
ERBB2	PTPN11	0.932290000000
MAPK9	MAPK8IP3	0.930993000000
ERBB2	MYC	0.929415000000
PARP1	TP53	0.929410000000
CHEK1	TP53	0.928748000000
ATM	TP53	0.928224000000
MAPK1	MAP2K2	0.927164000000
ATR	DNA2	0.925061000000
MAPK3	MAP2K1	0.924852000000
ERBB2	ERBB3	0.923246000000
EGFR	RASA1	0.922145000000
CHEK1	ASF1B	0.921055000000
EGFR	PITPNA	0.919666000000
CDK4	RB1	0.917163000000
CDK6	RB1	0.915656000000
EGFR	IRS1	0.913362000000
ATR	TOP3A	0.912877000000
CHEK1	BUB1B	0.910344000000
ERBB2	SRC	0.910236000000
FGFR2	TWIST1	0.905708000000
FGFR1	SHC1	0.904579000000
CHEK1	CCNB1	0.904492000000
CHEK1	CDK1	0.903548000000
CHEK1	CHEK2	0.902015000000
CDK5	PRKAA2	0.901442000000
ERBB2	GRB2	0.901129000000
CHEK1	LSM1	0.900812000000
PRKDC	ATM	0.898413000000
CHEK1	BLM	0.895049000000
ATR	CHEK1	0.888362000000
CDK7	POLR2B	0.885287000000
ATM	CHEK2	0.885083000000
ATM	AP3B1	0.884151000000
CDK12	PIN1	0.878050000000
ATR	CCNB2	0.876860000000
ATR	RAD50	0.876703000000
FGFR3	GRB2	0.875892000000
CDK6	CCND2	0.875334000000
JAK2	IRS1	0.875046000000
JAK2	KIT	0.874815000000
PARP1	XRCC1	0.873345000000
TOP1	TOP2B	0.871843000000
BCR	TGFBR1	0.871585000000
EGFR	SOS1	0.871383000000
CDK4	CEBPA	0.869525000000
CHEK1	XRCC6	0.869507000000
ATM	ABL1	0.868171000000
AXL	GAS6	0.862062000000
MAPK1	SOS1	0.861460000000
CHEK1	CLSPN	0.861442000000
